label,content
anger,如果这都不叫相配你告诉什么叫做爱你就要变成你什么叫做夫妻相啊
anger,微博是不是出问题了啊私信里不挺的在接受各类八卦链接而且发帖人全不知道自己发过私信了目前接受私信的频率大概是1分钟20条左右导致了我误拉黑好几个人
anger,尼玛钱已经准备到位要败repackage的有没有现在开始查班机定行程下半年要去看con的有没有去淘宝买移动硬盘准备继续存后续舞台的有没有天天在群里求所有活动自拍图节目综艺高清截图打包的有没有回归到现在电脑总开通宵下视频下载完的50%还没来得及看的有没有有没有
anger,啊半夜三更的不知道是几楼的夫妻俩在骂架不堪入耳噪音扰民还让人睡觉不公德心喂狗了啊物业的死哪儿了不知道管管啊
anger,止步半决赛就是出了问题那么为什么看不到作为一个青年教练隋菲菲连续两个赛季都把球队带进半决赛了另外以八一女篮目前的实力就一定是有资格打总决赛的队伍吗
anger,高中时代同学们说我长得很像坏人直到如今我想起还是很生气
anger,前发生的事就是说5点之前胡桐在哪做什么因校方掩盖事实真相欲盖弥彰想瞒天过海所以希望知情的好心人能够提供一些帮助谢谢也拜托你们能帮我转发让更多的人看到我也希望胡桐能一路走好非常感谢你们
anger,东莞理工学院的热水还好意思将热水费收得那么贵收得那么准时麻烦各位热心人转转救人一命胜造N级浮屠啊
anger,这样城里孩子也不必读大学不存在大学生就业困难了不是说要教育平等吗复杂的局面贫富分化要继续到什么时候这不是更加边缘化了什么时候才能扭转这样的局面啊
anger,是暗器啊有没有我忍不住还是想说麻烦下次换个假苹果前排各种枪林弹雨各种伤不起啊还有那速度可否慢些虽然为了热血可是定点可否延迟几秒满场最后都是乱发飞舞看着照片都想哭虽然打斗起来都是只见头发不见脸求定型假发相机里挖着脸的照片都是宝啊
anger,被乳胶漆封住的小狗肛门全被胶堵住无法排泄看样子不是太久否则早没命了下午在医院主要是给它清理肛门现在已经可以正常排泄身上的胶还没完全弄干净但至少不危及性命阿姨先给它穿了件衣服遮遮虐狗的人简直丧心病狂照片还在帮忙司机的相机里先把好消息传来请大家放心
anger,坑爹啊说到出道tsuyo说感谢公司为我们出了钱出道扣酱说托大家的福我们才有饭吃坑爹啊
anger,浪姨又弄坏我的图了发指啊重新改你们等等啊
anger,当官说我廉洁明星说我清白城管说我和蔼富豪说我纳税二奶说我自立导演说我正经教师说我高尚警察说我秉公移动说我诚实银行说我规矩中油说我亏损医院说我治病法院说我公正百姓说全扯淡
anger,菲律宾都这么猖狂美国支持尼玛美国了不起啊我都不知道祖国的国防建设建哪儿去了造飞机导弹尼玛当玩具啊
anger,向北京人兴师问罪质疑高考分数线不平等真的有些无厘头制度是朝廷定的又不是北京人定的你们完全可以将枪口朝向朝廷
anger,昨天动物园里热闹非常我也高兴的夹杂在人群当中游玩着心情愉快突然一群孩子大声喊着并互相呼唤草泥马草泥马嘿XXX快看草泥马众人簇拥着跑向羊驼饲养区这一幕我很不理解难道他们不知道这词难听吗咱不谈这个词的出处和深意但最起码别让人说话和打群架似的吧它叫羊驼
anger,跑遍整个学校为什么所有的饮料摊全关了难道是强制的么只剩后门了朋友亲手给做的芒果酸奶绝对鲜榨
anger,干嘛把亿改成万亿跟万可有本质差别别忽悠小网民么查点真相不容易再怎么着也得替郭奶奶想想啊她一个人顶住全中国人的压力容易么
anger,号称一见钟情了谁谁上完床后马上以性格不合分手我呸明明就是为了打炮拿爱情做遮羞布一见你妈逼的情
anger,山东省政府秘书长玩了30个丈母娘五年前为了包二奶花40万买了套房子给二奶住每个月给二奶6000元今年和二奶分手了房子卖了120万算下来白玩了二奶五年还赚了40万真是感谢人民感谢党感谢那些房地产商后来老婆知道了甩手给了我一巴掌当初为神木不多包几个
anger,今天很火大新联康你什么效率六点了按揭报表还不做烦人的破天气却悲惨的要错过薛师傅的车
anger,去人力资源部问问关于住房公积金的事情结果碰到个比政府公务员还牛的同事问了45句话没一句5秒钟之内回答的自始至终没看我一样最后人家还不耐烦了这都什么世道谁知道人力资源老大的联系方式我必须投诉他
anger,阿森纳的比赛又是老样子在英超裁判用西甲的犯规标准吹在欧洲裁判用英超的标准吹我们的对手则反之这场比赛阿森纳的黄牌都有争议看看对手的各种剪刀腿背后铲球锁喉功越位射门一碰就打滚整场比赛干爹队居然一黄未吃真他妈服了
anger,玉米们老早做好准备了你作为公司要让普通老百姓有兴趣来看演唱会的都做好准备才行呀除了有兴趣还得让人家接受并认可你老开的票价相对应的座位肯掏腰包才是真的别老把眼乌子盯在这点苞谷身上
anger,钱云会案人间百态妄为代表人物乐清政府钱案发生后一系列的行为抢尸警察特警边防警察狼狗搜查拘捕跟踪等等无不是恣意妄为活生生把内部矛盾当成敌我矛盾处理的架势授人以柄就连一些愿意为之辩护的人都不好意思开口除了窦含章吴法天
anger,京东你真的伤不起啊你妹的敢不敢别用这蛋疼的箱子了我明明买了6本书这下倒好全小区的人都知道了我无语这尼玛的杜蕾斯箱子感情是不要钱吧
anger,火大的很老有人自己拍了过一会觉得不想要还是怎么滴了又自己关掉尼玛影响我库存还有批发拍个几十件然后不付款害得我3天留货给你别的买家拍不到这些人能不能有点道德还有曾经和我说不要关闭我的交易我存钱马上就付然后呢然后就没有然后了
anger,猛然发现原来我的扣扣终于两个太阳了除了这个小小的惊喜今天是各种各样的不爽
anger,怎么画受啊你妹啊受怎么画啊到底脸上什么特征才能受啊
anger,夸漂亮就说漂亮的整你妹的容啊我夸你年轻也没说你福尔马林当水喝吧都爱听人话却不会说人话是伏地魔么你说都不敢说
anger,相对于上海平安客服人员来说柳州平安保险的这些服务人员素质真让人恶心有一次有一个进到我家里面来到处说好话然后趁着我们不注意把我原来交的保险的所有源单子全部拿走末经我们同意后来我打电话问要我的单子直接说问我要原单我说你们拿走了对方说没见垃圾来的
anger,漏罪重审再判是你们怕了吗漏罪整整四年相关案件的检察官是否该株连入狱有无惩戒建议公诉该案检察官
anger,冉建新六月一日被神秘提出看守所六月四日送医院之前暴死这几天时间在哪里审讯为什么要规避看守所预审室的录像家属六月五日获知死讯最初竟敢不许拍照你们想掩藏什么至今愚蠢的封路严防记者采访全州各级要求不许谈论此事你们真能一手遮天吗在这个时代公开真相越早越维稳
anger,补充一点我所指的FHCHSIA颜色是你们网站上显示出来的不是紫红而是比较粉色的还有我那对从照片上看是FUCHSIA的鞋到了我手里变紫红色了虽然其实跟名字玫红很符合但跟照片显示的色差太远了吧你们不会发设计图的那颜色出来的吗工厂做货没理由色差这么远的吧
anger,直接是要疯想骂人还让人活不为什么明天是我们厅值班为什么要两天都来参观
anger,晚上喂完儿子饭我就忙着洗碗托地洗澡洗衣服晾衣服时我发现桌上的菜还没收拾就喊一直在看电视的老公收下菜他居然疾呼你洗完碗怎么不收菜啊尼玛我忙了一晚喊你做这点事还跟我叫跟你们臭男人说现在男女都赚钱家务不再是女人的事需要双方平摊着做支持我的姐妹转起来
anger,为什么我们的宏观调控一再失败就是因为我们不敢正视问题的真正原因找替罪羊找错误的原因原因找错药方自然开错结果是老病没治好又添了新病醒醒吧我自己租的房子从2006年的3800每月涨到了现在的每月5000元我欣然接受市场行情就是这样
anger,老人们的儿女们呢老无所依已经够可怜了那些护工应该杀千刀应该活埋怎么让他们生不如死就该怎么折磨他们散尽天良的畜生绝对会死后无人送终建议活埋他们让他们吃屎河南ZF干嘛的
anger,为什么客户需要安装宽带的时候客服总是能提供客户经理的联系方式而宽带出现故障需要尽快处理的时候客服除了能让客户等待之外别无他法不要用官话客户不是傻子
anger,刚才跟琦琦在Q上聊了一下让我豁然开朗我不怒了我有他八字他八字神煞里各种桃花劫再惹老娘就去请大师做法害死你你的下个暧昧对象就是艾滋女不就花几千块钱吗孬给我尼玛想跟天蝎斗我的报复是毁灭性的明天农历十五去上香先把我的想法跟大师谈谈
anger,浪姨你抽了在这么关键的时刻啊弄的我电脑好似中毒一样的重启了现在又抽成这德行要不是为了消息我果断ANTI你玩腾讯WB了
anger,竖中指为什么就一定要处罚呢中国哪的风俗规定了竖中指是骂人呢人家完全有可能是在练六脉神剑的中冲剑呢如果按外国风俗我还记得有一个国家竖大拇指也是骂人呢如此说来那谁谁谁总爱竖这个得停赛多少回啊
anger,我很少请博友们转发但这个请你转发我们的家园在告急还有比这个更大的事吗今天报纸的头版就应该有这个
anger,我周二又走不了了为什么别人一天就能通过审核为什么我就要审核这么多天上次也是这样大使馆你是anti我吗不仅法国大使馆anti我韩国大使馆也他妈的anti我卧槽
anger,ohshit哥的驾照要被扣六个月了还要重新什么理论考试吹出来20.1的人伤不起阿有和Jc叔叔关系好的人有没有阿
anger,那个笨蛋老板娘你jb人家上来不拿你传单关我吊事你jb也就是个笨蛋那jb啰嗦劳资就不干了还受你的气我吃饱没事干阿
anger,中小学假期作业坚持捍卫教辅产业链作业布置一级级超强叠压不报班孩子绝对不会做尤其中学家长根本辅导不了百分百是被各个教委学校老师合谋算计逼进教辅班神圣教育被彻底邪恶化龌龊化
anger,前几天拆了来REPO一下卧槽太难吃了我以为最多就是像压缩饼干一样难吃结果这货比压缩饼干难吃多了还敢再难吃点么好像在咬砖头的感觉还没什么味道地震的时候吃这个真的不会导致丧失求生欲么
anger,尼玛跑跑卡丁车玩到一半自己卡住然后退出软件是闹哪样啊我无语尼玛今天开了四次四次都这样尼玛
anger,怎么回事私信竟然也被刷了而且看头像不像机器人啊除了NONO竟然还有带V的什么肉蒲团的链接我才没点啦
anger,天语雅阁遭大量疯狂地抄袭最可气的是一些合作商在金钱面前选择出卖我我怎么再约这样的合作商言欢呢
anger,我们并非痛恨不公而是痛恨未能从不公中获益我们阿森纳球迷有多少人敢于指出首回合裁判对巴萨的不公呢围观阿森纳球迷群骂裁判有感
anger,停电了各种黑漆很苦逼有没有有没有爪机也快停电了更苦逼有没有有没有快来电啊各种没电的人你们伤不起啊伤不起
anger,票票票我在说一遍明天开票抢得到票就去抢不到我两年后买1680的票看哼哼哼哼
anger,日本开放自由行没有武汉台湾开放自由行没有武汉想去那些需要办签证的国家我们还得千辛万苦跑到北京上海广州去面签很多特价出境游都得去别的城市出发本来我都习惯了这种二三线城市的种种不公平待遇可是今天看到携程上的日本特价酒店竟然都是三四百元我又气愤了
anger,昨天问宁宁熊猫2有高清版下载了没答曰无不禁悲愤万分你说任丘市这么牛逼的城市洗浴歌厅洗头房满地都是为啥就没有一家电影院呢我等市民想看个电影还得开车去北京或者保定你妹的精神文化建设
anger,越想越不舒服这事不像删个贴封个号什么的当你跟你朋友的网上对话引来人搜查电脑审查家庭成员的时候你无法不把它体会为一种对肉体的侵犯这事没发生在我身上但我深深觉得我被侵犯了窃听风暴
anger,这圈子真奇怪说俊秀可爱的就没资格当仙后了不恨jyj的就没资格当仙后了那叫安替不叫仙后好吧可怜多少妹纸以为自己觉得俊秀可爱有多大罪过似的仙后泥煤举个tvxq2以为自己血统多纯正别人都是麻瓜了tvxq才不22的就是你你全家都2
anger,小抱怨下为什么每次都是我刚洗完澡就叫我出去今天刚敷上面膜就被叫走浪费了一张面膜还有我泡着的衣服呀西大夜里洗衣服什么的最有感觉了
anger,回到公司完全没有状态工作会议室被占聊些什么东西还不让我听哪有这样对员工的怎么说我也是个高级经理今天六一带女儿游泳吃饭陪陪她吧我可爱的NERISSA
anger,台中夜店大火的9死12伤风波越烧越烈许多脑残的政客趁机作秀台中市民进党议员已连署要逼胡志强下台而新北市民进党议员更荒唐竟公然带着火把进议场这是明显违反公共危险罪的行为我今天已在立法院正式向法务部长告发他们
anger,我发微博对武汉考爹进行抨击此事太典型了与黄五杠一样必引众怒遗憾的是出在我心爱的武汉建议立即查办并尽快告慰大家当下教育绑架家长学校与老师合谋把教学工作责任转嫁给家长没文化没能力家长子女事实上被剥夺了义务教育权力这是社会主义国家不应当发生的
anger,今天的微博抽了真受不了去年的巡演就这么莫名的火大了清清脑子看看自己是不是真的穿越了
anger,你们要我买的我买了你们不要我买的也买了等着累死我如果我的航班推迟了的话并且你们两人没接我我一定翻脸
anger,好郁闷啊想打人辛辛苦苦下载既高清格莱美系统竟然一次又一次不顶用
anger,尼玛这明天让我怎么飞呀上海你给力吧天灵灵地灵灵
anger,手机微博哪能噶十三了十来分钟而已就提示要重新登陆每次写了好长的一条结果一发送就失败然后就肥不去了啊登你妹啊
anger,D中国联通我装个宽带两台电脑用怎么了泥马的还限制我上网既然你开这上网服务我交了钱就应该享受到我应该有的服务哪家不大部分都有一两台电脑的要我开通多终端服务泥马的还要另外收我费用那反过来说我一台电脑一个礼拜不用那你联通是不是要返还我没有利用完的带宽费用
anger,钱是小事把老师教坏了钱是小事把老师教坏了教育产业化哦苦了爹妈的银子哟作为老师严重关注严重支持长此以往中国的教育恐怕没有明天其实问题不在教师也不完全在家长而在于教育利益集团的蛊惑煽动
anger,狗屎的地铁很多线下午才开通那个线路图又不标清楚兜兜转转两个钟又回到老街搭地铁又碰到一群狗屁领导装逼乘客被拦在外面让领导坐空车
anger,他母亲的武汉顺丰把老子爱疯4走了陆运走路运我找你傻叉走路运我找你找你不就图个快吗你D的陆运还不如我自己回趟武汉呢
anger,还有我那对从照片上看是FUCHSIA的鞋到了我手里变紫红色了虽然其实跟名字玫红很符合但跟照片显示的色差太远了吧你们不会发设计图的那颜色出来的吗工厂做货没理由色差这么远的吧还有身在香港的客户都太难退货了淘宝都能ems送到香港为甚么凡客还没有送货至香港的服务
anger,尼玛一个个是没上过学没受过教育怎么地最起码的课堂秩序和尊重都木有啊有没有面对这样的学僧劳斯同志您伤不起啊伤不起
anger,每天上班的时候最想做的事就是晚上下班能躺在床上睡觉可是等躺在床上了就不想睡啦旁边还有同事大姐的呼噜声
anger,作为一个生活居住在北京的普通市民我想向国家提一个申请请发给我两会期间交通管制补贴费用至于耽误了我的时间造成了我的损失我打算暂时就不要了我这个要求合理不合理大家给评评
anger,今天我真的是疯老把玻尿酸买老准备打瘦脸针效果好还准备丰下巴下盘你们看到我可能豆不是我老
anger,本本上使用了三年的XP系统今天宣告正式走到尽头速度慢我忍了word不能正常使用我忍了QQ不能装我也忍了现在网上银行也不能正常使用我只能选择格掉C盘重装了习惯和凑和的力量何其强大革命总是被逼到无法接受的程度以后才会发生这时仍要忍受数小时的漫长装机才能重新开始
anger,我这次的伴娘礼服是抹胸超短白色珠片各种的原来我穿4号我一定要减到0号身材明天穿什么鞋子内衣呢话说我找到我有深厚背景的证据了为何原来没告诉过姐呢赶紧睡觉另今天我妈想起某些人
anger,中国的政策能把你气吐了逼着买车摇号是为了啥不就是为了控制车辆增加的速度吗D摇到号不买车的人还要惩罚考不买那不是更好吗本来出台摇号就是个笨蛋政策现在准备惩罚摇到号不买车的人这更傻逼
anger,十一月就离开学校了是什么概念阿现在学校逼我们考证要疯了现在一周8门课的这不是要人累死吗
anger,对你说很多次了别打孩子考不上大学怎么了考不上大学就不是你孩子了吗别逼老娘发火
anger,我无良开发商中海地产金沙洲中海金沙馨园一直以来漠视车位禁止只售不租的规定地下停车一直不办月保几百户业主无奈之下只能停放在售楼处的空地车位在本周五正式发售结果大家的车昨天夜里就被砸了请大家帮我们转出去
anger,怎么会有小演员大头症现场凶导演不说自己的戏一般还爱教别人演戏的二B越是小演员越会有这个请况我真搞不懂
anger,老子我日够了嘛姓于的老子不想在微博上骂怪话的但你妈勒太贱咯嘛你拍个舛舛啊你拍个求啊你毁了这么多人你还要抓子嘛你咋不个人切演喃人家的书关你鸡儿事啊
anger,看了古剑的妹纸图突然发现妹纸们都比少恭更像继承了长琴的寡亲缘情缘的命格对比一下这货不灭天理何存
anger,休息一天很不容易一大早五点多就被陌生的电话吵醒根本不知道他表达的是什么这觉再也睡不着了心情有如外面的雨
anger,人祸大于天灾啊渭河洪灾之后国家发改委拨款5906万搞灾后重建过陕西省发改委后少了4718万过华阴市财政局后少了1088万过华阴市移民局之后又少了50万最后送到灾民手上的只有50万灾民为此上访反被劳教
anger,今天在微博上看到一个什么反对同志的联盟什么的我想说的是你想反击它吗那么不转发不关注不理会淡着丫的比啥都犀利你转一次就败了越尼玛想出名越憋着它大家你们懂得
anger,什么逻辑有了房地产就该房价飙到天上去有了房地产就有中产阶级那房奴哪来的有了房地产就不能有保障性住房NND非要逼得人骂娘
anger,一破体系结构说是20周考我操你妈啊我他妈要旅游去犯笨蛋啊死逼学校妈的真是蠢货
anger,刚才出去采访一起凶杀案摄影记者萱萱和海宁在事发现场门外被两个警察围住一便衣自称是流氓欲抢萱萱相机海宁为保护萱萱被便衣按倒在地鼻子被打出血脖子被扭青便衣如今都自称流氓开始动手打人如图带血的纸巾
anger,每天上班都是相同的路真的想走不一样的路曾经一次下很大的雨要绕路走结果那天迷了路广州的破路让人愤怒
anger,不要把你的想法强行加在我的身上和感情上好吗是你自己一直都没怎么鸟我并不是时间的问题希望远方的你自己明白
anger,鲁能跟国安的比赛据说不设客队球迷观看的大区那让我们上哪儿看啊买了票跟国安球迷一起吗真是的攘外必先安内啊
anger,越南媒体报道称中越在本月1920日举行了海上联合巡逻任务越南军方报纸人民军报报道说两国还举行了通信演习人民军报的网站18日报道此次海上联合巡逻任务举行之后越南海军还将派战舰访问中国这是耍我们呢吗
anger,有一个农民的地被征了钱被政府给扣了他拿着宪法小册子去找镇长说你得按宪法来镇长把宪法往桌子上一摔说你以为宪法是给你看的吗这是给联合国看的
anger,全国两会期间某代表提出农村娃应否上大学的观点让很多人都很气愤很多农村孩子的努力改变自己的命运并成功的走出自己的村庄成为城市的栋梁这是很多孩子的榜样如果说谁的家乡是哪里就要回哪里社会如何进步难道城乡永远保持现在格局午饭时间思考一下鼓励更多的孩子努力争取走出乡村
anger,跟我开玩笑吗学校今年不做优秀毕业生评选三年的准备就为这个啊有没有搞错啊玩我越是想要的越是得不到我会崩溃的
anger,虽然我系个女仔你扑街霸住人地噶位还训甘爽我偏有动来东去等你没觉好训有种话我我实指证你
anger,腿上的伤口好明显这又不是玩命啊去他的节目啊咱本来就够优秀了不是吗戴了护膝还摔成这样那冲击是有多大
anger,一个做二手车生意的哥哥和我说时我还不信这下看来是真的了每次有新政出台就会有一批人富起来
anger,新加坡是举世公认的成功反腐国家官员们前往考察接待者介绍经验不让有不良嗜好或品德修养差的人做公务员法律规定公务员上任后每年必须申报个人财产新任职公务员会被人暗中调查其腐败行为严刑峻法使人不敢贪高薪养廉官员一致认为第五条值得借鉴
anger,在当当买书用网银先把钱付了五六天了还没发货前天又在当当买那种货到付款的东西Jie这次发货迅速今早到货只是东西居然是坏掉的看来我最近有点背当当
anger,日本的政府丧心病狂面积小多地震核电站的密度世界第一其数量世界第三美国平均9万k㎡有1座日本0.67万k㎡有1座这个密度相当于北京一地有2座香港6座广东一省26座中国1400座地震是天灾核泄漏是人祸政府别狡辩不修就不会泄露广岛长崎死伤40万老百姓勤奋忍耐日本政府王八蛋
anger,报道说发改委对联合利华实行200万的处罚缘由为3月份散布涨价信息这理由太牵强了点如果3月份不约谈联合利华不让涨价人家会不涨么每次汽油涨价前一样散布信息怎未见约谈怎未见罚款为何国企能做的事在私企就不可以了政府作为监管机构应秉承三公原则否则这样的商业环境会影响到经济
anger,哎哟国民英雄看到第二集气死我了啊啊虐死了啊啊编剧NB啊真是一天下来天堂掉到地狱气死我了话说郭采洁那角色怎么又能溜进电台了不是保安已经有她照片了还被叮嘱要留意的吗大BUG啊
anger,真心烦都说最讨厌xx了以后大家开车要小心不要跟到三轮车乌龟车的后面刚才就是一辆拉货的电动三轮车你停下来就算了干嘛还突然倒退撞了人家还不说对不起还叫了老板娘跟老太太来给你助威本来觉得小事不让你赔了结果你没礼貌连叫来的老板娘也没礼貌
anger,只许州官放火不许百姓点灯中石化中石油一再涨价而联合利华只提涨价却遭200万罚款康师傅遭受警告
anger,说炒作说了八百年谁见过炒作还把所有签售所有访问都取消了的不公开说炒公开了还说炒解释说不淡定发飙说不懂事沉默说是默认谁挺谁一句说秀恩爱怎么就这么见不得人好呢发布会完了就没信了啊签售难道不是最能帮助销量吗坚决取消啊这叫炒作啊炒你妹啊
anger,枪毙一百次也不过分人贩子必须枪毙必须的必操
anger,读卡器坏掉了啊这是要逼疯我嘎好了下东西也下不成为令人我的天哪气人莫
anger,不会邀请爱将出镜那你们得把狗还给人家啊不出境就代表是内个贱货的了你们是护短还是什么因为她有副市长的亲戚什么玩意用了人家的狗就是自己的了要是占了人家茅房主人拉的屎内个贱货也得收藏了啊她不懂人事你们也不懂别因为一个贱货把自己的招牌砸了干点人事
anger,我去真是够了小龙酱你也算是经纪人界的奇葩你妹的会不会说话啊
anger,哼哼禁止歧视为何人家征婚都要温润男子对我这种金链汉子根本不予接待是不是应该要求国家立法干预一下
anger,什么狗屁一样的早晨我决定下午的课d全不上了我要回家
anger,前几天发了又删的一句话删了是不希望自己的微薄上充满负面能量可是谁给你们权利去随便拍乞讨人的照片然后发布在网上的难道乞讨就没有尊严可以让你为所欲为吗
anger,山路跑好车是交通厅长的荒谬逻辑除非你没有把山路修好否则什么车都可以跑山路上跑老百姓的车就不存在安全问题吗不顾老百姓死活的官员该下台了
anger,曾经有位攻说过她将把改编雷歌改编到韩小毛唱为止或者改编到被老曹揍为止我森森的赶脚后者的可能性会比较大额米豆腐
anger,是21股七万左右再发展下线哎上当的多是退休老人简直就是坑人不偿命希望大家转起来免得更多人受骗
anger,邓小平那时为了一心搞经济建设减少外部干扰此提法可以用空间换时间几十年过去了几届领导人对南海问题都没有任何创新还一声不吭几乎就是丧权辱国
anger,原来米国也跟我们村似的有些人几百亿的交易一分钱税不用交小老百姓银行里拿几块钱利息要交20%利息税
anger,他拉着他的手对她说我们分手吧其实我爱的人是他你懂得她的目光来回在他们俩之间扫荡然后咆哮滚你们滚祝你们白头偕老断子绝孙原文转发13原文评论1
anger,不是哥们刹车不好实在是主银我kao你daye的不就是愚人节骗你了嘛怎么就下此毒手
anger,最近山东单县来访者都控告被强拆这个县的领导是干吗的今天来访的这两位山东单县南城区黄小楼村村民说单县南城区政府与浙江商人勾结强占村里六百亩土地建一个商业城农民的房屋被强拆每平方米只补400一500元所谓安置的楼房则要每平方米800元而且刚建好就成了危房这不是在强抢吗
anger,他们强拆我的房子没有不和谐他们在我的食物里下毒没有不和谐他们欠着我的工钱不给没有不和谐他们用我的钱买天价酒没有不和谐他们用我的钱买垃圾国债没有不和谐如今我把这一切都说出来就成了不和谐
anger,创建孩子累了连续三天提前上学副餐也停了令人气愤的是老师被抽去做志愿者居然三天只上语文课创建是好事我们支持可也不能打乱学生的学习毕竟他们是祖国的未来
anger,尼玛那是人考的啊这么大还没做过奥数呢头一遭就用这了尼玛没有逻辑思维的人伤不起啊
anger,独裁者都是被美国打死的吗放屁卡扎菲是被利比亚人干掉的美国帮了忙而已路见不平拔刀相助怎么了秦二世难道也是被美国干掉的吗只要独裁军力再强大也没用因为军人也不必然支持独裁
anger,小吉那个事情啊有多少人是跟我一样知道了之后捶胸顿足啊本以为花花公子不花了像童话一样美好现在桑心了有没有找外遇也来找我嘛
anger,你妹的你妹的你妹的网也没得上了苦逼的我伤不起啊是哪个挨千刀的混蛋
anger,我们期待看见韩庚的专场但是不需要善意的谎言请不要将没有准信的事情随便用官方名义发出来也请庚饭们时刻保持理智不要随随便便被人利用了热情怒
anger,陈信宏你是在打老大吗有本事你真打呀真打呀真打呀一支MV就被我找出这么多北七行为你再不出来愚人别怪我今天手热
anger,刚看完政法报道仟吉把过期的全麦面包片全都回收加工成三明治还好不是我最近吃的品种要是对我肚里的健康不利老娘要炸了你们店仟吉真是卑鄙无耻啊那些过期的面包先塞进你们自己嘴里
anger,坑爹啊我花好多大洋买的麦咖啡杀毒软件还喜滋滋告诉我您的电脑很安全无需采取任何操作你妹啊你害我没看成直播
anger,建党伟业真是可笑先邀请汤唯参加演出以表大度引起一轮关注拍完要上映了以删除汤唯所有戏份以表高雅再引起一轮炒作这世界多脏啊你们就这样利用一个女人作弄一个女人满足利欲
anger,堵车ing突然想起一事前几天在电梯里几位同事谈论到贵阳堵车问题时另一陌生人突然发问现在哪条路不堵嘛大家顿然表示有同感
anger,中国银行伤老百姓啊今天办手机短信才发现人家中国银行把我的地址信息搞错而且以前的手机号码是陌生人的天哪我的帐户信息全给了陌生人银行让本人签有三联修改信息的名却不给本人属客户留底的那一页中国银行想掩盖什么愤怒
anger,昨天下午有手术就算了上完中午班两点半上手术五点下手术直接接夜班也算了本来说好今天没手术结果搞出来他妈的五台五台啊老子又要加班到天黑卧槽关键老子昨夜一夜没睡啊叼主任收了个快死的病人老子折腾一夜还一分钱看不到啊草谁他妈爱做医生做去
anger,你家挨斗被挤了麻痹的赖到浩饭头上真麻痹贱草浩饭没有闲功夫去看你家挨斗好不好真麻痹雷死我了草
anger,坑爹的老麦发张对比图让大家看看所谓的培根土豆泥双层牛堡根本没有土豆泥味道就跟双层吉士没什么分别坑爹
anger,那些强行拦车救狗的家伙就该以抢劫罪论处今天你说狗可怜下次我说鱼可怜鸡可怜他说猪可怜鸭可怜是不是个个都他妈可以去强行拦截了哦你说货主手续也可能是假的花钱买的那你怎么不说前来调解的警察的警官证是假的是买的你觉得手续有问题就去拦你他妈以为你是方舟子啊
anger,我没有家六年没有得到任何补偿和安置2010年10月11曰腐败开好黑会又抢我家过渡房我们去阻止将我丈夫欧打头破血流昏到在地南丰镇副所长也是永联村警务队长蔡晓峰假装叫法医鉴订二次但是一直至今鉴订单子没有一张昨天南丰副镇长金俊龙对我说蔡晓峰有告知我说在那里他叫我问蔡晓峰
anger,于建嵘教授您可以关心一下我吗因地方官员掠夺百姓土地对我家采取了一系列的迫害未上访被派出所无任何手续关押四次婆婆胁迫签字婆婆因上访被村书记叫人打伤丈夫被陷害入狱十个月我家已失去人权现在连最基本生存权利已失去于教授请关心我们
anger,我所认识的佛山人是在公交车上会给老人家让位的佛山人是撞到人会说一句对不起的佛山人是在市场买菜会免费送几条葱的佛山人是会为了一些不公平的事出头的佛山人18个路人代表什么以一概全地代表整个佛山吗那就不用市长啦连肇事的两位都是外省人救人的却是佛山人你们又有什么资格骂佛山
anger,低素质的客人你竟然在飞机下降的时候打飞机你让三号门乘务员情何以堪弄的座椅和毛毯都是你让清洁工小姐情何以堪不要以为用毛毯遮住就没人知道你在干什么的掩耳盗铃啊
anger,还有张作霖民国大佬对抗曰都大节不亏徐世昌段祺瑞曹琨吴佩孚都坚拒合作吴为此还丧了性命至今少有人提及历史实在不公平
anger,上床了明天六点多就要起床真折磨人吃了太多青枣和零食肚子都鼓起来了看样子起码三个月
anger,好不容易周六可以睡个懒觉休息一下结果今天极为不爽的被楼下的咆哮声吵醒从早上八点多吵到中午十二点你们办个比赛我们整栋楼都不用睡了下去投诉他们说是学校批准的暨南大学那么多场地为什么要批准他们在宿舍楼下而且是在马路中间办比赛宿舍楼下俨然成为了一个竞技场
anger,今天录开场王野介绍许飞时唱了左半边翅膀然后大家使命鼓掌然后这二娃就指着我们观众说你们全是飞碟如果不是为了节目我直接拍死他小破孩
anger,粉丝里有滑石粉果冻里有烂皮鞋酸奶里有臭骨头包子里有淋巴肉胶囊里有铬金属蜜饯里有漂白剂猪肉里有瘦肉精火腿里有敌敌畏腐竹里有吊白块臭豆腐里有大粪鸭蛋里有苏丹红奶粉里有三聚氰胺面包里有黄曲霉素茶叶里有高毒农药火锅里有石蜡凝固剂这个国家还有什么能吃
anger,某人一真叫嚣有本事告我啊真可笑他居然以为只要说公司根本没做帐就没人能追究他要把你送上法庭的可不只我一个想想你现在还在赖着的帐吧投资方的钱那么好欠05年清韵某人劝我说不要与此人合作因为签了约的事他都能翻脸当时我还不信觉得你骂他那是你们的私怨结果一年后啊哈哈哈哈
anger,我左转前面有车所以另一侧绿灯时挡了他们通行的车道我让一下前面这金杯车就往前顶一下我让一下他顶一下你说你不让我也就算了我怎么那么受不了较着劲和我这一下一下的蹭呢你就那么急啊都堵这好啊
